lon_min, lon_max, lat_min, lat_max, depth_min, depth_max, m_min, m_max, rate, dispersion, mask
167.0,167.1,-47.6,-47.5,0.0,40.0,5.0,10.5,2.7509985722317410e-05,0.000000,1
167.0,167.1,-47.5,-47.4,0.0,40.0,5.0,10.5,2.9539984668747956e-05,0.000000,1
167.0,167.1,-47.4,-47.3,0.0,40.0,5.0,10.5,3.1979983402388615e-05,0.000000,1
167.0,167.1,-47.3,-47.2,0.0,40.0,5.0,10.5,3.4239982229449219e-05,0.000000,1
167.0,167.1,-47.2,-47.1,0.0,40.0,5.0,10.5,3.6649980978659877e-05,0.000000,1
167.0,167.1,-47.1,-47.0,0.0,40.0,5.0,10.5,3.9369979566980599e-05,0.000000,1
167.0,167.1,-47.0,-46.9,0.0,40.0,5.0,10.5,4.3159977599971628e-05,0.000000,1
167.0,167.1,-46.9,-46.8,0.0,40.0,5.0,10.5,4.7539975326752813e-05,0.000000,1
167.0,167.1,-46.8,-46.7,0.0,40.0,5.0,10.5,5.2079972970494036e-05,0.000000,1
167.0,167.1,-46.7,-46.6,0.0,40.0,5.0,10.5,5.7549970131565509e-05,0.000000,1
167.0,167.1,-46.6,-46.5,0.0,40.0,5.0,10.5,6.5259966130077571e-05,0.000000,1
167.0,167.1,-46.5,-46.4,0.0,40.0,5.0,10.5,7.2389962429609506e-05,0.000000,1
167.0,167.1,-46.4,-46.3,0.0,40.0,5.0,10.5,8.0199958376221599e-05,0.000000,1
167.0,167.1,-46.3,-46.2,0.0,40.0,5.0,10.5,9.1079952729504541e-05,0.000000,1
167.0,167.1,-46.2,-46.1,0.0,40.0,5.0,10.5,1.0409994597212804e-04,0.000000,1
167.0,167.1,-46.1,-46.0,0.0,40.0,5.0,10.5,1.1769993891373170e-04,0.000000,1
167.0,167.1,-46.0,-45.9,0.0,40.0,5.0,10.5,1.3289993102493582e-04,0.000000,1
167.0,167.1,-45.9,-45.8,0.0,40.0,5.0,10.5,1.5469991971074168e-04,0.000000,1
167.0,167.1,-45.8,-45.7,0.0,40.0,5.0,10.5,1.8609990341415011e-04,0.000000,1
167.0,167.1,-45.7,-45.6,0.0,40.0,5.0,10.5,2.5059986993866755e-04,0.000000,1
167.0,167.1,-45.6,-45.5,0.0,40.0,5.0,10.5,3.4899981886909407e-04,0.000000,1
